studentCode,StudentName,modeoftransport,Distance,Emission
835,Shelia,Train,82,84.21
836,Tabbie,Motor Bike,179,76.17
837,Dyana,Bus,225,68.39
838,Catriona,E-scooter,192,1.44
839,Dorine,Train,9,37.3
840,Elisha,Train,129,27.97
841,Birgit,Bus,0,17.98
842,Madalena,Walk,121,0
843,Chalmers,Bus,344,74.04
844,Farley,Bike,0,0
845,Sandie,Bus,120,91.04
846,Saba,Motor Bike,346,68.74
847,Deina,Motor Bike,22,82.19
848,Parnell,Bus,152,59.42
849,Eba,Bus,49,98.99
850,Leonanie,Bus,243,21.87
851,Jules,Motor Bike,450,78.06
852,Kimmy,Car,175,31.4
853,Ansel,Train,341,53.77
854,Cristiano,Bus,386,25.13
855,Clea,Bike,117,0
856,Bard,Train,152,81.41
857,Nelly,E-scooter,166,0.07
858,Jesselyn,Train,328,38.61
859,Rowan,Bus,269,91.42
860,Lonny,E-scooter,3,32.77
861,Rea,E-scooter,312,51.72
862,Abbot,Bus,159,55.11
863,Vincents,E-scooter,349,14.7
864,Ula,Walk,165,0
865,Sergeant,Train,455,12.99
866,Dudley,Motor Bike,76,29.64
867,Rodie,Walk,312,0
868,Sabine,Bus,1,91.01
869,Marquita,Bus,141,32.53
870,Phil,Motor Bike,322,82.35
871,Forrest,E-scooter,45,6.62
872,Dora,Motor Bike,22,1.7
873,Emelina,Train,182,38.02
874,Gilberta,Walk,30,0
875,Vittorio,Bike,457,0
876,Warner,E-scooter,297,33.71
877,Hamilton,Car,70,14.84
878,Bearnard,Bike,0,0
879,Jerrine,Bike,244,0
880,Felix,Car,240,24.69
881,Zack,Bus,275,73.68
882,Hedvig,Walk,367,0
883,Rhiamon,Bike,440,0
884,Amie,Bus,408,98.4
885,Mela,Car,36,9.39
886,Payton,Walk,392,0
887,Skip,Bus,220,87.54
888,Grenville,Train,413,92.33
889,Cynthea,Walk,128,0
890,Bobby,Bus,96,35.76
891,Hermia,Train,150,56.55
892,Anette,Bike,335,0
893,Merrily,Bus,34,65.39
894,Zabrina,Walk,271,0
895,Jackquelin,Car,107,78.95
896,Jessie,Bike,450,0
897,Caroljean,Motor Bike,435,17.24
898,Constance,Car,129,35.94
899,Eziechiele,E-scooter,142,83.17
900,Petr,E-scooter,32,28.09
901,Atlanta,E-scooter,30,24.63
902,Caril,Bike,447,0
903,Catherine,Bus,357,58.7
904,Adina,Walk,405,0
905,Alexine,Motor Bike,179,98.74
906,Daria,Train,16,39.45
907,Colas,E-scooter,423,3.23
908,Ransom,Bus,179,82.58
909,Berti,E-scooter,87,85.93
910,Ogdon,Bike,228,0
911,Joey,Bike,477,0
912,Shandy,Bike,378,0
913,Shanta,E-scooter,472,84.54
914,Washington,Bike,311,0
915,Ertha,Car,460,18.15
916,Alvera,E-scooter,477,7.3
917,Elle,Walk,346,0
918,Ketty,Bike,16,0
919,Morissa,Motor Bike,123,26.82
920,Tobiah,Train,45,91.25
921,Sherwood,Motor Bike,0,80.25
922,Jorey,Bike,142,0
923,Seumas,Motor Bike,18,79.22
924,Purcell,Bike,376,0
925,Mikel,Motor Bike,436,40.46
926,Sibelle,Bike,374,0
927,Willow,Walk,176,0
928,Missie,Bus,100,77.24
929,Kenon,Bike,475,0
930,Coleman,Bike,320,0
931,Dara,Train,289,53.86
932,Gabriella,Bus,318,13.29
933,Leigh,Walk,119,0
934,Hercule,Bus,424,7.5
935,Reta,Train,317,8.37
936,Jeffy,Train,413,35.08
937,Sileas,E-scooter,178,94.39
938,Briney,Bike,345,0
939,Greta,Car,174,36.97
940,Nananne,Motor Bike,149,17.67
941,Theodore,Motor Bike,92,65.35
942,Natalya,Motor Bike,358,83.36
943,Stanwood,Motor Bike,376,87.41
944,Karoly,Bus,386,59.59
945,Cole,Car,156,19.59
946,Fields,Train,300,27.71
947,Ruthy,Car,0,71.6
948,Allys,Train,391,0.74
949,Walliw,Bus,405,0.14
950,Kevon,Car,273,14.39
951,Sonni,Bus,456,53.03
952,Wayne,Bike,384,0
953,Karine,E-scooter,337,80.16
954,Florida,E-scooter,435,12.74
955,Elva,Motor Bike,281,30.87
956,Joby,Car,426,66.27
957,Yardley,Car,417,65.21
958,Jeth,Car,150,62.44
959,Kaja,Motor Bike,477,9.06
960,Bunny,Walk,67,0
961,Zachariah,Walk,454,0
962,Montgomery,Bike,421,0
963,Humphrey,Bike,478,0
964,Rina,Car,489,16.62
965,Augie,Train,433,53.47
966,Evan,Walk,190,0
967,Ellery,Train,79,91.7
968,Murry,E-scooter,486,17.07
969,Hilliard,Train,69,87.03
970,Sisile,Bike,129,0
971,Ellen,Bus,127,70.92
972,Zitella,Bus,371,78.19
973,Andrei,Motor Bike,8,53.46
974,Emory,Motor Bike,114,75.52
975,Burl,Walk,217,0
976,Thoma,Motor Bike,268,80.34
977,Heinrick,E-scooter,111,73.6
978,Tony,E-scooter,113,67.41
979,Brandy,Bike,141,0
980,Adriana,Motor Bike,45,36.16
981,Louisa,Motor Bike,472,57.03
982,Linea,Train,307,54.58
983,Aura,Bike,171,0
984,Salvador,Bus,273,69.9
985,Lib,Bus,393,67.63
986,Stirling,Walk,187,0
987,Faith,Car,78,94.95
988,Kalle,Bus,230,78.57
989,Modestia,Walk,149,0
990,Vernor,Walk,211,0
991,Johannah,Bus,372,69.49
992,Babbette,Bike,182,0
993,Maryanna,Train,142,18.76
994,Julian,Car,398,9.99
995,Arley,Train,157,27.97
996,Lorine,Bike,147,0
997,Gisele,Car,61,87.2
998,Jereme,Motor Bike,209,47.64
999,Wittie,Walk,87,0
1000,Packston,E-scooter,318,19.59
1001,Liva,Walk,269,0
1002,Ashleigh,Train,278,65.19
1003,Meridel,Car,409,53.05
1004,Audrey,Motor Bike,360,41.68
1005,Germaine,Train,482,21.99
1006,Forster,Car,203,20.92
1007,Trueman,Train,380,40.06
1008,Xenos,Motor Bike,56,59.84
1009,Mauricio,Bike,216,0
1010,Kleon,Bike,294,0
1011,Janifer,Train,359,77.93
1012,Jordanna,Motor Bike,205,90.53
1013,Nappie,Motor Bike,456,20.4
1014,Gage,E-scooter,0,17.38
1015,Gav,Motor Bike,307,6.24
1016,Borden,Train,191,85.68
1017,Humfrid,Car,375,6.77
1018,Frederique,E-scooter,25,64.05
1019,Sharron,E-scooter,463,48.29
1020,Shell,E-scooter,411,66.69
1021,Leontine,Train,62,53.73
1022,Florette,Bike,371,0
1023,Rouvin,Walk,304,0
1024,Tarra,E-scooter,186,82.12
1025,Jaynell,Bike,243,0
1026,Patrica,Car,135,91.85
1027,Griz,Walk,379,0
1028,Bobbie,Train,307,10.05
1029,Tomas,Car,239,77.54
1030,Lorilyn,Motor Bike,64,60.78
1031,Buiron,Motor Bike,294,44.23
1032,Mara,Motor Bike,27,15.85
1033,Bryant,Walk,456,0
1034,Jess,Train,383,65.14
1035,Sherrie,Car,384,62.09
1036,Chen,E-scooter,216,67.94
1037,Warden,Walk,161,0
1038,Charmion,Car,387,61.82
1039,Georas,E-scooter,115,54.24
1040,Chelsae,Train,236,9.59
1041,Skylar,Train,303,58.61
1042,Jelene,E-scooter,230,7.8
1043,Edy,Walk,58,0
1044,Vernor,Train,45,61.52
1045,Tandy,Bus,444,67.4
1046,Kyle,Train,357,26.95
1047,Gipsy,Train,129,18.9
1048,Louella,E-scooter,463,80.45
1049,Aluino,Walk,399,0
1050,Dyanne,Train,484,48.41
1051,Georgeta,Car,193,71.5
1052,Mattias,Motor Bike,246,15.98
1053,Isidora,Bus,136,83.52
1054,Thia,Bus,0,74.49
1055,Nance,Car,0,91.93
1056,Culley,Bus,42,59.71
1057,Osbourne,Motor Bike,40,30.78
1058,Basilius,Bus,422,81.94
1059,Franchot,Train,410,88.67
1060,Eden,Train,66,18.4
1061,Phaedra,E-scooter,150,74.91
1062,Jordan,Bus,38,62.02
1063,Palm,Bus,199,34.03
1064,Mona,Car,177,36.9
1065,Carole,Bus,177,22.74
1066,Jenni,Car,45,56.37
1067,Vincents,E-scooter,215,66.78
1068,Ethyl,Walk,25,0
1069,Marissa,Walk,104,0
1070,Julienne,Bike,411,0
1071,Kenyon,Bike,293,0
1072,Joleen,Walk,192,0
1073,Scarface,Motor Bike,345,74.95
1074,Kory,Walk,187,0
1075,Ford,Train,151,94.51
1076,Matthew,Walk,75,0
1077,Brittaney,Walk,61,0
1078,Sonnnie,Car,402,41.68
1079,Garrek,Motor Bike,210,24.59
1080,Kay,Bike,256,0
1081,Sande,E-scooter,278,8.97
1082,Arnoldo,Motor Bike,52,63.17
1083,Christoper,Motor Bike,86,97.17
1084,Sully,Bus,4,9.54
1085,Cassius,Bike,182,0
1086,Rana,Walk,35,0
1087,Yance,Train,243,4.71
1088,Maggee,E-scooter,457,76.44
1089,Jayne,Walk,274,0
1090,Katina,Walk,85,0
1091,Augustina,Motor Bike,346,30.51
1092,Sascha,Motor Bike,453,21.75
1093,Wes,Bike,59,0
1094,Gusty,Train,48,45.55
1095,Sonja,Walk,91,0
1096,Laurent,Walk,217,0
1097,Shelba,Bike,434,0
1098,Fritz,Motor Bike,197,7.43
1099,Kort,Bike,457,0
1100,Claudell,Walk,268,0
1101,Royce,Walk,365,0
1102,Kennedy,Bus,468,12.23
1103,Lian,Car,387,56.57
1104,Garrick,E-scooter,386,66.32
1105,Ardelia,Motor Bike,425,6.94
1106,Sigmund,Bike,169,0
1107,Davon,Walk,130,0
1108,Casar,Bus,0,51.21
1109,Joela,Walk,291,0
1110,Mersey,E-scooter,79,14.24
1111,Bianca,Motor Bike,298,82.47
1112,Maureene,Car,486,74.4
1113,Devin,Walk,29,0
1114,Beryl,Car,120,93.56
1115,Masha,Bus,126,16.36
1116,Kile,Train,150,60.86
1117,Joellen,Car,17,9.11
1118,Sanford,Bike,145,0
1119,Yvon,Motor Bike,223,44.4
1120,Joellen,Bike,90,0
1121,Lorraine,Bus,270,80.7
1122,Justus,Bus,17,28.75
1123,Cosme,Bike,367,0
1124,Webster,Motor Bike,187,80.33
1125,Mariann,Bus,176,56.14
1126,Ingram,Bike,129,0
1127,Kippy,Car,40,43.63
1128,Wolfgang,Bus,397,79.18
1129,Khalil,Bike,362,0
1130,Charlie,Bike,53,0
1131,Dorrie,Car,422,90.39
1132,Dallon,Motor Bike,0,91.38
1133,Shandie,Bus,72,43.73
1134,Xaviera,Bike,81,0
1135,Shirlee,E-scooter,442,55.97
1136,Christabel,Bike,211,0
1137,Amandi,Car,488,9.23
1138,Melony,Car,75,67.48
1139,Cookie,Bus,5,65.63
1140,Arte,Walk,91,0
1141,Antonio,Bike,282,0
1142,Hiram,Bus,131,8.41
1143,Byrann,Bus,222,70.5
1144,Krista,Bike,257,0
1145,Vinita,Bike,431,0
1146,Lorie,Walk,114,0
1147,Casey,Train,150,66.09
1148,Konstantine,Bike,432,0
1149,Brittani,Motor Bike,135,39.51
1150,Cull,Bus,29,11.37
1151,Janeva,Walk,10,0
1152,Carmen,Motor Bike,302,27.18
1153,Rose,Train,189,81.14
1154,Adlai,Car,100,84.83
1155,Abbey,Train,252,84.67
1156,Lennard,Walk,230,0
1157,Elaina,E-scooter,246,82.64
1158,Joey,Train,319,57.76
1159,Marya,Car,253,26.29
1160,Homere,E-scooter,131,8.35
1161,Wendell,Walk,431,0
1162,Clarabelle,E-scooter,498,87.27
1163,Neila,E-scooter,238,83.93
1164,Annamarie,Train,275,75.97
1165,Teresina,Train,330,9.33
1166,Marcos,Walk,70,0
1167,Berke,Walk,100,0
1168,Neron,Train,99,19.72
1169,Mark,E-scooter,268,0.18
1170,Alvira,Motor Bike,256,65.51
1171,Melloney,Bike,242,0
1172,Gerianne,E-scooter,10,32.36
1173,Wilie,Train,447,42.27
1174,Muriel,Walk,9,0
1175,Whittaker,E-scooter,220,14.38
1176,Olympia,Bike,98,0
1177,Irina,Bike,384,0
1178,Maureene,Car,427,1.45
1179,Star,Walk,182,0
1180,Hanan,Train,0,15.46
1181,Ilise,Bus,260,22.09
1182,Charmion,Bike,136,0
1183,Diane,Train,323,34.27
1184,Lazar,E-scooter,60,78.48
1185,Cassandre,E-scooter,134,68.54
1186,Stuart,Car,377,28.04
1187,Agnes,Walk,478,0
1188,Miranda,E-scooter,180,35.24
1189,Bernette,Walk,86,0
1190,Nicholas,Car,277,3
1191,Dori,Train,99,17.29
1192,Douglas,Car,469,23.68
1193,Evy,Motor Bike,147,48.55
1194,Kean,Bike,238,0
1195,Rodie,Car,296,61.14
1196,Elka,Car,258,21.46
1197,Janina,Car,378,85.87
1198,Lion,Walk,467,0
1199,Berty,Bike,468,0
1200,Mickey,Walk,135,0
1201,Alethea,Car,345,99.95
1202,Arty,Train,164,57.47
1203,Desirae,E-scooter,232,86.23
1204,Raeann,E-scooter,196,73.36
1205,Padraig,Walk,339,0
1206,Jonis,Walk,88,0
1207,Prentiss,Walk,272,0
1208,Pavel,E-scooter,468,3.16
1209,Borg,E-scooter,11,3.07
1210,Berne,E-scooter,266,77.54
1211,Trixie,E-scooter,302,5.69
1212,Collete,Bus,87,17.91
1213,Wendye,Motor Bike,26,92.82
1214,Marilee,E-scooter,113,68.91
1215,Ax,Car,374,83.3
1216,Valeria,Walk,193,0
1217,Pincus,Bike,221,0
1218,Stacy,Train,191,67.19
1219,Karlens,E-scooter,97,16.31
1220,Aurel,Motor Bike,0,85.86
1221,Ximenes,Train,384,56.21
1222,Marlo,Car,322,90.37
1223,Sherri,Walk,391,0
1224,Steffie,Walk,78,0
1225,Coreen,Bus,441,15
1226,Jamil,Bus,160,27.13
1227,Alanna,Motor Bike,345,26.44
1228,Augustus,Car,46,21.63
1229,Ulrich,Bus,7,22.94
1230,Eugenius,E-scooter,301,23.04
1231,Alric,Motor Bike,140,49.39
1232,Raviv,Motor Bike,267,42.73
1233,Devan,Bus,399,78.21
1234,Vally,Car,130,89.05
1235,Em,Walk,213,0
1236,Lucina,Train,388,61.31
1237,Lynnette,Walk,254,0
1238,Claudina,Motor Bike,305,16.08
1239,Delmor,Car,317,94.2
1240,Monro,Bike,414,0
1241,Cassy,Walk,481,0
1242,Mason,Train,141,47.66
1243,Abbi,Train,142,40.82
1244,Berny,Train,59,3.65
1245,Nels,Train,86,54.79
1246,Michaela,Train,208,10.9
1247,Effie,E-scooter,278,94.61
1248,Codie,Car,434,71.28
1249,Farica,E-scooter,139,55.91
1250,Lance,Car,341,82.28
1251,Barby,Walk,328,0
1252,Kaye,Bike,324,0
1253,Hannis,Bus,165,28.7
1254,Barrett,E-scooter,388,12.72
1255,Ritchie,Car,146,32.02
1256,Dido,Walk,413,0
1257,Kristi,Car,93,12.68
1258,Faunie,Walk,85,0
1259,Wayne,Bus,448,33.38
1260,Geno,Car,391,64
1261,Frants,Motor Bike,223,1.12
1262,Leona,Motor Bike,443,78.18
1263,Hermina,Train,270,99.61
1264,Hi,Walk,74,0
1265,Angil,Car,153,39.66
1266,Roshelle,Motor Bike,210,70.87
1267,Marley,Walk,464,0
1268,Daria,Car,51,66.63
1269,Ernst,Car,324,70.41
1270,Lonee,Train,293,32.2
1271,Ewart,Car,207,80.45
1272,Adam,Bike,452,0
1273,Consuelo,Train,449,93.14
1274,Haroun,Train,158,38.06
1275,Nicki,Motor Bike,395,3.41
1276,Karol,Motor Bike,487,11.82
1277,Abagail,Bike,210,0
1278,Sacha,Walk,61,0
1279,Abbey,Car,498,44.19
1280,Barby,Train,219,37.89
1281,Reid,Train,496,81.46
1282,Mariejeanne,Bus,149,41.16
1283,Lorene,Motor Bike,397,42.35
1284,Matelda,Bus,36,90.27
1285,Marcelia,Train,218,8.94
1286,Cristabel,Bike,463,0
1287,Yvette,Train,43,5.65
1288,Sol,Train,179,96.69
1289,Jacquelynn,Walk,245,0
1290,Carmelita,E-scooter,24,78.66
1291,Kort,Train,230,63.15
1292,Lauren,Bus,348,93.12
1293,Horatia,Bus,259,12.08
1294,Graeme,Car,424,74.01
1295,Cassy,Car,237,69.9
1296,Mack,Bike,231,0
1297,Coreen,E-scooter,462,71.48
1298,Dotty,Motor Bike,171,67.84
1299,Dale,Motor Bike,409,96.48
1300,Alley,Bus,326,66.89
1301,Darrel,Walk,224,0
1302,Rockie,Car,143,77.84
1303,Leonore,Bike,331,0
1304,Carola,Bike,209,0
1305,Lorianna,Car,445,79.33
1306,Hildagard,Walk,266,0
1307,Orly,Motor Bike,448,14.65
1308,Alaric,Train,11,26.97
1309,Rochell,Bus,350,33.96
1310,Margaretta,Motor Bike,103,70.91
1311,Sharleen,Train,320,46.15
1312,Fannie,Bus,165,56.5
1313,Georgianna,Motor Bike,278,32.32
1314,Chauncey,Motor Bike,332,65.53
1315,Gordan,Train,343,85.39
1316,Whittaker,Bus,4,93.06
1317,Claudianus,Motor Bike,270,93.39
1318,Arly,Car,22,38.33
1319,Nessy,Motor Bike,265,79.32
1320,Ingrid,Bus,9,9.26
1321,Matti,Train,240,81.99
1322,Paulita,Motor Bike,362,57.19
1323,Sherilyn,Motor Bike,337,29.26
1324,Mavra,Train,15,94.38
1325,Fidel,Bus,30,25.97
1326,Dinah,Bike,177,0
1327,Boonie,E-scooter,176,64.67
1328,Rachelle,Train,179,15.05
1329,Ulises,Walk,64,0
1330,Kennedy,Train,13,26.14
1331,Skip,Train,103,94.65
1332,Benedicto,Bike,216,0
1333,Arlyne,Walk,146,0
1334,Merlina,E-scooter,431,76.13
1335,Marlon,Bus,446,77.63
1336,Welby,Train,20,54.34
1337,Marti,Train,476,1.63
1338,Barbie,Car,20,54.08
1339,Giovanna,Bike,194,0
1340,Lizabeth,Car,151,9.61
1341,Silvana,Bike,31,0
1342,Danit,Car,113,82.11
1343,Damaris,Bus,480,13.7
1344,Oliver,Motor Bike,411,71.3
1345,Jesse,Bus,50,36.32
1346,Aloysius,Walk,427,0
1347,Marillin,Bus,355,33.34
1348,Dore,Bus,74,27.2
1349,Melamie,Bus,142,2.27
1350,Peirce,Bike,472,0
1351,Eimile,Walk,115,0
1352,Olenka,Motor Bike,278,65.2
1353,Jeannette,E-scooter,55,41.01
1354,Merrilee,Bike,185,0
1355,Becka,Walk,299,0
1356,Harley,Car,434,10.59
1357,Janela,Walk,85,0
1358,Lauritz,Bus,91,86.81
1359,Lamar,Walk,298,0
1360,Joshua,Bike,461,0
1361,Dannel,Car,431,21.88
1362,Lorrayne,Train,166,47.39
1363,Rowan,Motor Bike,5,18.47
1364,Josh,Bus,75,55.05
1365,Leonard,Walk,293,0
1366,Mordecai,Car,391,77.88
1367,Darcy,Car,348,75.82
1368,Claribel,Walk,409,0
1369,Maje,Bike,202,0
1370,Ardisj,E-scooter,74,51.74
1371,Josy,Car,387,16.48
1372,Candide,Train,486,76.95
1373,Coriss,Walk,133,0
1374,Delmar,Walk,405,0
1375,Brooks,Motor Bike,136,24.69
1376,Essa,Bus,68,46.48
1377,Kris,Train,216,33.91
1378,Vinny,Bike,450,0
1379,Gilda,Bike,343,0
1380,Lonnie,Bus,19,72.23
1381,Archie,Car,80,45.03
1382,Lazare,Bus,0,83.43
1383,Harper,Car,386,95.39
1384,Thain,Bike,500,0
1385,Marcelline,Motor Bike,255,66.41
1386,Maynard,Train,221,7.01
1387,Minerva,Bus,113,48.99
1388,Tull,Train,207,65.42
1389,Raynell,Motor Bike,316,59.74
1390,Cathleen,Motor Bike,387,70.08
1391,Ninnette,Train,380,49.02
1392,Rosanna,Train,280,68.02
1393,Nina,Bike,339,0
1394,Alma,E-scooter,0,82.27
1395,Pavla,Train,227,30.8
1396,Alikee,Train,99,1.68
1397,Gardner,Motor Bike,176,15.35
1398,Viviana,Bus,290,46.9
1399,Dulcie,Car,0,74.44
1400,Julia,Bus,419,37.49
1401,Leonelle,Bus,5,58.94
1402,Marshal,Bike,286,0
1403,Osgood,E-scooter,133,23.68
1404,Shea,Walk,0,0
1405,Cointon,Car,389,42.48
1406,Tomas,Train,243,37.56
1407,Waite,Walk,0,0
1408,Arleyne,Motor Bike,16,96.26
1409,Kimbell,Walk,421,0
1410,Hildagard,Motor Bike,417,28.31
1411,Misty,Walk,452,0
1412,Johnathon,Car,66,56.54
1413,Maddie,Car,224,36.41
1414,Olia,Walk,197,0
1415,Corenda,Train,228,60.34
1416,Merridie,E-scooter,318,1.33
1417,Morly,Bus,226,31.17
1418,Leeann,Train,464,35.59
1419,Bryce,Bike,389,0
1420,Ezequiel,Train,331,3.31
1421,Skyler,Walk,334,0
1422,Ladonna,Bus,271,37.31
1423,Sherri,E-scooter,360,19.97
1424,Julieta,Motor Bike,378,47.93
1425,Konstanze,Car,12,85.88
1426,Griselda,E-scooter,372,64.45
1427,Chandler,Train,63,89.23
1428,Iosep,Car,320,82.61
1429,Jaquelyn,E-scooter,50,59.7
1430,Katha,Bus,264,87.68
1431,Morgen,Bike,11,0
1432,Gearard,Walk,452,0
1433,Peggi,Bike,235,0
1434,Milicent,Bus,317,46.87
1435,Ruggiero,Bike,486,0
1436,Odille,E-scooter,49,78.94
1437,Jehanna,Train,222,0.81
1438,Jeanette,Car,263,54.88
1439,Howie,Walk,128,0
1440,Bill,Bike,491,0
1441,Rana,Motor Bike,144,20.75
1442,Bronson,E-scooter,126,91.38
1443,Steward,Walk,411,0
1444,Kaylil,E-scooter,85,78.05
1445,Helenelizabeth,Motor Bike,442,48.31
1446,Liana,E-scooter,462,63.87
1447,Hiram,Walk,193,0
1448,Sallyanne,Motor Bike,318,62.8
1449,Gerrilee,Train,497,46.04
1450,Zoe,Walk,392,0
1451,Aili,Bus,99,69.77
1452,Tyrone,E-scooter,166,63.93
1453,Brittan,Walk,345,0
1454,Abbe,Bike,442,0
1455,Holt,Train,265,35.28
1456,Demeter,Walk,485,0
1457,Brew,Train,135,40.79
1458,Cosetta,E-scooter,387,11.5
1459,Addia,Train,264,42.47
1460,Charity,Car,106,96.68
1461,Jamey,Train,27,91.22
1462,Frannie,Bike,345,0
1463,Lishe,Car,111,65.34
1464,Mandi,Walk,415,0
1465,Selig,Car,94,87.15
1466,Gretal,Bike,309,0
1467,Micki,Train,267,87.48
1468,Prentice,Car,211,56.43
1469,Cole,Train,466,32.02
1470,Harriott,Bus,72,49.74
1471,Gabriella,Train,383,68.67
1472,Ivan,Motor Bike,277,73.08
1473,Rosalynd,Car,461,81.85
1474,Gerick,Bus,174,85.87
1475,Waverly,Bike,217,0
1476,Llewellyn,E-scooter,450,93.16
1477,Tam,Car,44,15.73
1478,Bianka,Car,240,48.71
1479,Romola,Car,55,79.15
1480,Giovanni,E-scooter,342,22.98
1481,Hogan,Car,55,72.58
1482,Phillip,Bike,383,0
1483,Alexis,Bus,269,30.35
1484,Ira,Motor Bike,279,66.81
1485,Charleen,Walk,148,0
1486,Ilene,Motor Bike,176,46.64
1487,Dedie,Walk,82,0
1488,Cordula,Car,292,16.17
1489,Lance,E-scooter,377,48.49
1490,Tina,E-scooter,113,29.71
1491,Debora,Motor Bike,255,33.72
1492,Twila,Walk,165,0
1493,Verge,Bus,23,1.06
1494,Adelice,Bike,115,0
1495,Tyrone,Walk,128,0
1496,Adlai,Bus,63,12.2
1497,Guglielmo,Motor Bike,424,17.43
1498,Abner,Motor Bike,282,94.72
1499,Jarrid,Train,301,12.52
1500,Chickie,Bike,375,0
1501,Aileen,Bike,185,0
1502,Raquela,Bus,58,47.67
1503,Honor,Bus,357,32.32
1504,Nelly,E-scooter,0,76.51
1505,Paola,Walk,236,0
1506,Tommy,Walk,499,0
1507,Sascha,Walk,0,0
1508,Clarabelle,E-scooter,82,25.06
1509,Harmon,Motor Bike,230,8.85
1510,Dona,E-scooter,112,23.23
1511,Shanna,Bus,431,84.49
1512,Conrade,E-scooter,131,66.53
1513,Melisandra,E-scooter,134,66.16
1514,Rip,Train,493,19.97
1515,Mignon,E-scooter,353,35.6
1516,Milissent,Train,448,66.07
1517,Retha,E-scooter,0,56.82
1518,Rosalia,Bike,0,0
1519,Gae,Bus,423,62.61
1520,Evelin,E-scooter,34,66.4
1521,Ken,E-scooter,301,29.13
1522,Caddric,Bus,109,67.12
1523,Abram,Bus,131,43.25
1524,Babbie,Train,8,16.93
1525,Maximilianus,Train,416,81.73
1526,Steffi,E-scooter,471,86.07
1527,Morse,Bike,144,0
1528,Dorisa,Motor Bike,32,33.61
1529,Layne,Motor Bike,235,95.57
1530,Rochester,Bus,101,37.97
1531,Stephie,E-scooter,388,19.51
1532,Charley,E-scooter,126,47.13
1533,Licha,Car,147,86.08
1534,Merrie,Bus,477,7.81
1535,Merralee,Bike,72,0
1536,Valera,Train,110,50.75
1537,Carley,Train,99,2.09
1538,Paulie,Bike,386,0
1539,Cherie,Motor Bike,221,96.51
1540,Lani,Motor Bike,479,1.31
1541,Izabel,Bike,0,0
1542,Wrennie,E-scooter,7,84.8
1543,Olivero,Train,173,66.62
1544,Broddie,Bike,91,0
1545,Kurt,Motor Bike,97,35
1546,Dorian,Motor Bike,227,23.87
1547,Teriann,E-scooter,304,21.74
1548,Skell,Train,347,63.4
1549,Sandie,Motor Bike,124,24.97
1550,Goran,Motor Bike,304,2.18
1551,Delmer,Motor Bike,164,68.68
1552,Quinta,Train,74,72.47
1553,Isaac,Car,194,49.83
1554,Warde,Bike,346,0
1555,Elnar,Car,451,74.68
1556,Winn,Car,286,13.3
1557,Barnabas,Motor Bike,213,15.11
1558,Teressa,Car,172,39.95
1559,Del,Bike,87,0
1560,Corby,Motor Bike,168,24.31
1561,Kacy,Bus,36,8.05
1562,Marline,Train,187,13.73
1563,Fraser,Motor Bike,91,46.91
1564,Windy,Train,394,53.8
1565,Lucienne,E-scooter,486,95.31
1566,Lodovico,Train,243,50.98
1567,Bettina,Motor Bike,104,30.74
1568,Elbert,Bus,129,47.31
1569,Sayre,E-scooter,263,10.04
1570,Kimmi,Motor Bike,84,80.25
1571,Zabrina,Car,466,27.35
1572,Tom,Train,217,29.37
1573,Johanna,Train,315,56.29
1574,Lincoln,E-scooter,479,58.95
1575,Angelique,Walk,291,0
1576,Jonas,Bus,476,64.17
1577,Angelica,E-scooter,480,83.18
1578,Humfrey,Walk,201,0
1579,Franchot,E-scooter,455,59.43
1580,Roldan,Motor Bike,450,16.55
1581,Celina,E-scooter,233,32.86
1582,Gael,Train,307,97.03
1583,Ban,Train,98,95.48
1584,Mimi,Bike,379,0
1585,Saxon,Bike,25,0
1586,Brian,Walk,40,0
1587,Gretchen,Train,264,81.85
1588,Bella,Car,263,60.03
1589,Annice,E-scooter,321,41.79
1590,Thomas,Bike,66,0
1591,Saunders,Bike,220,0
1592,Jay,E-scooter,316,53.78
1593,Nelson,Bus,271,83.49
1594,Bary,Car,111,15.74
1595,Fairfax,Walk,379,0
1596,Demeter,Motor Bike,497,91.31
1597,Spike,E-scooter,130,5.78
1598,Tiertza,Motor Bike,337,66.98
1599,Haily,Bike,108,0
1600,Kaine,E-scooter,464,56.72
1601,Giacinta,Car,494,74.43
1602,Stephanus,E-scooter,263,47.37
1603,Elbert,Motor Bike,377,38.49
1604,Nicky,Car,152,47.69
1605,Mikael,Bus,320,12.64
1606,Tabbie,E-scooter,495,58.87
1607,Rani,Motor Bike,106,50.15
1608,Farrand,E-scooter,196,61.97
1609,Moreen,Bike,74,0
1610,Maurice,E-scooter,114,15.95
1611,Collette,Car,0,50.75
1612,Shurlock,Bike,334,0
1613,Nicola,E-scooter,412,71.55
1614,Alejandrina,E-scooter,356,21.75
1615,Cherilynn,Motor Bike,308,18.73
1616,Moe,Motor Bike,14,52.52
1617,Yorke,Walk,239,0
1618,Petronilla,Bus,384,66.13
1619,Dena,Bus,162,60.57
1620,Glynda,Walk,177,0
1621,Maribel,Car,49,90.78
1622,Morse,Train,331,25.08
1623,Dominic,Car,0,31.05
1624,Breena,Bike,341,0
1625,Layne,Bike,283,0
1626,Guss,Walk,202,0
1627,Ilse,Bus,328,10.84
1628,Codie,Bus,49,54.37
1629,Jilli,E-scooter,55,77.8
